Artikelnummer;Oms1;Oms2;Oms3;Zoeknaam;Groep;EAN;Verkoopprijs;Eenheid;Prijs per;Voorraad
MS125CVV        ;HYDRO MOTOR;;;HYDRO MO;F1099997;;544.68;ST      ;1;0
MS160CSGP3002   ;M+S HYDRAULIEK MOTOR MS 160 C;GESPOTEN IN RAL 3002;;HYDRO MO;F1099998;;0;ST      ;1;0
MS160CSGP6010   ;M+S HYDRAULIEK MOTOR MS 160 C;GESPOTEN IN RAL 6010;;HYDRO MO;F1099998;MS 160 C P1  ;617.01;ST      ;1;0
MS160VC         ;HYDRO MOTOR;MET INOX BUSHING;;HYDRO MO;F1001005;MS 160 VC    ;526.29;ST      ;1;1
MS160VCP7011    ;HYDRO MOTOR MET INOX BUSHING;GESPOTEN IN RAL 7011;;HYDRO MO;F1001005;;547.34;ST      ;1;0
MS200CRAL7012   ;M+S HYDRAULIEK MOTOR MS 200 C;IN RAL 7012 PS;;HYDRO MO;F1099998;;541.59;ST      ;1;0
MS200CUPRAL7021 ;M+S HYDRAULIEK MOTOR MS 200 C;IN RAL 7021;;HYDRO MO;F1099998;;541.59;ST      ;1;6
MS315CUPRAL7021 ;M+S HYDRAULIEK MOTOR MS 315 CU;IN RAL 7021;;HYDRO MO;F1099998;;566.29;ST      ;1;0
MS315SL1NISG-01 ;M+S HYDRAULIEK MOTOR MS 315 SL; LANGERE AS, HARDER AS,; CORROSIE PROTECTIE;HYDRO MO;F1099998;;0;ST      ;1;3
MS315SL1NISG01PD;M+S HYDRAULIEK MOTOR MS 315 SL; LANGERE AS, HARDER AS,; CORROSIE PROTECTIE;HYDRO MO;F1099998;;684.25;ST      ;1;0
MSB 200 C       ;HYDRO MOTOR;;;HYDRO MO;F1001032;MSB 200 C    ;753.2;ST      ;1;0
MSB 250 L       ;HYDRO MOTOR;MET REMTROMMEL LINKS;;HYDRO MO;F1001032;MSB 250 L    ;761.53;ST      ;1;0
MSB 250 R       ;HYDRO MOTOR;MET REMTROMMEL RECHTS;;HYDRO MO;F1001032;MSB 200 C    ;761.53;ST      ;1;0
MSB 315 R       ;HYDRO MOTOR;MET REMTROMMEL RECHTS;;HYDRO MO;F1001032;;792.1;ST      ;1;0
MSC 6           ;METR. BONDEDSEAL ZELF CENTR.;;;BSM10   ;F1701002;;.87;ST      ;1;149
MSC 8           ;METR. BONDEDSEAL ZELF CENTR.;;;MSC     ;F1701002;;.87;ST      ;1;1068
MSC10           ;METR. BONDEDSEAL ZELF CENTR.;;;MSC     ;F1701002;;.87;ST      ;1;676
MSC12           ;METR. BONDEDSEAL ZELF CENTR.;;;MSC     ;F1701002;;.87;ST      ;1;325
MSC14           ;METR. BONDEDSEAL ZELF CENTR.;;;MSC     ;F1701002;;.87;ST      ;1;296
MSC16           ;METR. BONDEDSEAL ZELF CENTR.;;;MSC     ;F1701002;;1.08;ST      ;1;556
MSC18           ;METR. BONDEDSEAL ZELF CENTR.;;;MSC     ;F1701002;;1.08;ST      ;1;553
MSC20           ;METR. BONDEDSEAL ZELF CENTR.;;;MSC     ;F1701002;;1.08;ST      ;1;68
MSC22           ;METR. BONDEDSEAL ZELF CENTR.;;;MSC     ;F1701002;;1.28;ST      ;1;283
MSC24           ;METR. BONDEDSEAL ZELF CENTR.;;;MSC     ;F1701002;;1.5;ST      ;1;50
MSC26           ;METR. BONDEDSEAL ZELF CENTR.;;;MSC     ;F1701002;;2;ST      ;1;241
MSC28           ;METR. BONDEDSEAL ZELF CENTR.;;;MSC     ;F1701002;;3.01;ST      ;1;80
MSC30           ;METR. BONDEDSEAL ZELF CENTR.;;;MSC     ;F1701002;;3.42;ST      ;1;108
MSD4-309-P22 SW ;HAWE MAGNEET STEKKERDOOS;;;MSD4-309;F94     ;;0;ST      ;1;0
MSE 080 C       ;HYDRO MOTOR 80CC AS 32MM;ACHTERAANSLUITING;;HYDRO MO;F1001005;MS E 080 C   ;498.9;ST      ;1;0
MSE 125 K       ;HYDRO MOTOR 125CC CONISCHE AS;ACHTERAANSLUITING;;HYDRO MO;F1001005;;526.04;ST      ;1;0
MSE 200 SL      ;MS 200 MET SL  AS,ACHTERAANSL.; 3/8" DIN 9611, FLENS SAE A; 4 GATS;HYDRO MO;F1099996;;561.73;ST      ;1;2
MSE 250 C       ;HYDRO MOTOR 250CC AS 32MM;ACHTERAANSLUITING;;HYDRO MO;F1001005;;540.58;ST      ;1;0
MSE 250 SL      ;MS 250 MET SL  AS,ACHTERAANSL.; 3/8" DIN 9611, FLENS SAE A; 4 GATS;HYDRO MO;L01     ;;561.35;ST      ;1;0
MSE 400 C       ;HYDRO MOTOR;MET ACHTERAANSLUITING;;HYDRO MO;F1001006;MSE 400 C    ;598.93;ST      ;1;1
MSE DEKSEL      ;E ACHTERDEKSEL VOOR MS;;;MS E    ;F1099999;;299.15;ST      ;1;8
MSE200SLLL      ;MS 200 SLLL  AS,ACHTERAANSL.; 3/8" DIN 9611, FLENS SAE A; 4 GATS;HYDRO MO;F1099996;;564.41;ST      ;1;0
MSF 160 CU      ;HYDRO MOTOR; MET F FLENS EN U SEAL;;HYDRO MO;F1001005;;532.84;ST      ;1;0
MSF 200 CU      ;HYDRO MOTOR; MET F FLENS EN U SEAL;;HYDRO MO;F1001005;;541.2;ST      ;1;0
MSS 080         ;HYDRO MOTOR KORT;;;HYDRO MO;F1001033;MSS 080      ;353.34;ST      ;1;0
MSS 125         ;HYDRO MOTOR KORT;;;HYDRO MO;F1001033;;367.22;ST      ;1;1
MSS 160         ;HYDRO MOTOR KORT;;;HYDRO MO;F1001033;MSS 160      ;378.38;ST      ;1;10
MSS 200         ;HYDRO MOTOR KORT;;;HYDRO MO;F1001033;;386.69;ST      ;1;26
MSS 250         ;HYDRO MOTOR KORT;;;HYDRO MO;F1001033;;395.03;ST      ;1;5
MSS 315         ;HYDRO MOTOR KORT;;;HYDRO MO;F1001033;MSS 315      ;425.6;ST      ;1;0
MSS 315 RS      ;HYDRO MOTOR KORT;MET SPEEDSENSOR;;HYDRO MO;F1001033;;620.76;ST      ;1;0
MSS AFD         ;AFDICHT SET MSS;;;AFDICHT ;F1099999;;13.72;ST      ;1;3
MSV 315 LSV     ;HYDRO MOTOR KORT;;;HYDRO MO;F1001033;;458.53;ST      ;1;0
MSV 400 LSV     ;HYDRO MOTOR KORT;;;HYDRO MO;F1001033;;486.29;ST      ;1;0
MSW080KPF       ;HYDRO MOTOR;;;HYDRO MO;F1099996;;516.47;ST      ;1;20
MSW125CVV       ;HYDRO MOTOR;;;HYDRO MO;F1099997;;566.02;ST      ;1;0
MSY C AS        ;AS MS..Y  C ROND 32MM + LAGER;;;AS      ;F1099999;;363.56;ST      ;1;-1
MSY K AS        ;MSY K AS;;;MSY K AS;F1099999;;347.85;ST      ;1;5
MSY SH AS       ;MSY SH AS;;;MSY SH A;F1099999;;327.16;ST      ;1;2
MSY SL AS       ;MSY SL AS;;;MSY SL A;F1099999;;302.87;ST      ;1;1
MSY200C MAISGEEL;M+S HYDRAULIEK MOTOR MS 200 C;IN RAL 1006 MAISGEEL;SLO500220;HYDRO MO;F1099998;MS 200 C MAIS;515.83;ST      ;1;0
MSY250CRSP6010  ;M+S HYDRAULIEK MOTOR MS 400 C;GESPOTEN IN RAL 6010;MET SPEEDSENSOR;HYDRO MO;F1099998;;0;ST      ;1;0
MSY250CSGP6010  ;M+S HYDRAULIEK MOTOR MS 250 C;GESPOTEN IN RAL 6010;;HYDRO MO;F1099998;;635.98;ST      ;1;0
MSY315C MAISGEEL;M+S HYDRAULIEK MOTOR MS 315 C;IN RAL 1006 MAISGEEL;;HYDRO MO;F1099998;;555.48;ST      ;1;8
MSY315CPF       ;HYDRO MOTOR;;;HYDRO MO;F1099996;;555.49;ST      ;1;6
MSY400CPF       ;HYDRO MOTOR;;;HYDRO MO;F1099996;;583.82;ST      ;1;8
MSY400CRSP6010  ;M+S HYDRAULIEK MOTOR MS 400 C;GESPOTEN IN RAL 6010;MET SPEEDSENSOR;HYDRO MO;F1099998;;843.13;ST      ;1;1
MSY400CSGP3002  ;M+S HYDRAULIEK MOTOR MS 400 C;GESPOTEN IN RAL 3002;;HYDRO MO;F1099998;;0;ST      ;1;0
MSY400CSGP6010  ;M+S HYDRAULIEK MOTOR MS 400 C;GESPOTEN IN RAL 6010;;HYDRO MO;F1099998;MS 400 C P1  ;701.65;ST      ;1;0
MSY400SLLLPF    ;HYDRO MOTOR;;;HYDRO MO;F1099996;;616.24;ST      ;1;41
MSY565SLLLP     ;HYDRO MOTOR;;;HYDRO MO;F1001005;;800.22;ST      ;1;0
MSYE250SLPF     ;HYDRO MOTOR;;;HYDRO MO;F1099996;;572.45;ST      ;1;14
MSYE315SLLLPF   ;MS 315 MET SL  AS,ACHTERAANSL.; 3/8" DIN 9611, FLENS SAE A; 4 GATS;HYDRO MO;F1099996;;615.92;ST      ;1;-4
MSYE400SLPF     ;MS 400 MET SL  AS,ACHTERAANSL.; 3/8" DIN 9611, FLENS SAE A; 4 GATS;HYDRO MO;F1099996;;619.69;ST      ;1;4
MT 160 C        ;HYDRO MOTOR;;;HYDRO MO;F1001007;MT 160 C     ;836.59;ST      ;1;1
MT 160 K        ;HYDRO MOTOR;KONISCHE AS;;HYDRO MO;F1001007;;880.1;ST      ;1;0
MT 200 C        ;HYDRO MOTOR;;;HYDRO MO;F1001007;MT 200 C     ;854.47;ST      ;1;0
MT 200 C MAISGEE;HYDRO MOTOR;;;HYDRO MO;F1099998;MT 200 C MAIS;871.24;ST      ;1;0
MT 200 K        ;HYDRO MOTOR;KONISCHE AS;;HYDRO MO;F1001007;;880.1;ST      ;1;-1
MT 250 C        ;HYDRO MOTOR;;;HYDRO MO;F1001007;MT 250 C     ;881.62;ST      ;1;0
MT 250 SL       ;HYDRO MOTOR;1 3/8 PTO AS;;HYDRO MO;F1001007;;931.89;ST      ;1;0
MT 315 C        ;HYDRO MOTOR; 336.00087;;HYDRO MO;F1001007;MT 315 C     ;904.36;ST      ;1;41
MT 315 C MAISGEE;HYDRO MOTOR;;;HYDRO MO;F1099998;;940.54;ST      ;1;8
MT 315 CU       ;HYDRO MOTOR;;;HYDRO MO;F1001007;;948.62;ST      ;1;0
MT 315 CV       ;HYDRO MOTOR M+S MET VITON SEAL;;;HYDRO MO;F1001007;;931.04;ST      ;1;0
MT 315 K        ;HYDRO MOTOR;KONISCHE AS;;HYDRO MO;F1001007;MT 315 K     ;930.06;ST      ;1;0
MT 400 C        ;HYDRO MOTOR EPMT/MT; 336.00086;;HYDRO MO;F1001007;MT 400 C     ;940.44;ST      ;1;128
MT 400 K        ;HYDRO MOTOR EPMT/MT;;;HYDRO MO;F1001007;;966.16;ST      ;1;0
MT 500 C        ;HYDRO MOTOR;;;HYDRO MO;F1001007;MT 500 C     ;1056.58;ST      ;1;-4
MT 630 C        ;HYDRO MOTOR;;;EPMT    ;F1001007;MT 630 C     ;1178.64;ST      ;1;0
MT 725 C        ;HYDRO MOTOR;;;EPMT    ;F1001007;MT 725 C     ;1242.76;ST      ;1;0
MT AFD          ;AFDICHTING EPMT/EPMT W;;;AFDICHT ;F1099999;;94.26;ST      ;1;172
MT AS+LAGERS    ;C-AS MT COMPLEET MET LAGER;;;AFDICHT ;F1099999;;427.04;ST      ;1;0
MT K-AS+LAGERS  ;K-AS MT COMPLEET MET LAGER;;;AFDICHT ;F1099999;;455.62;ST      ;1;2
MT SPIE 8X10X4  ;EPMT SPIE...C 8*12*70;;;SPIE    ;F1099999;;6.09;ST      ;1;28
MT W 200 C      ;HYDRO MOTOR;;;HYDRO MO;F1001009;;922.61;ST      ;1;0
MT W 200 K      ;HYDRO MOTOR;;;HYDRO MO;F1001009;;948.31;ST      ;1;0
MT W 250 K      ;HYDRO MOTOR;;;HYDRO MO;F1001009;MT W 250 K   ;975.48;ST      ;1;0
MT W 315 C      ;HYDRO MOTOR;;;HYDRO MO;F1001009;;972.51;ST      ;1;0
MT W 315 K      ;HYDRO MOTOR;;;HYDRO MO;F1001009;MT W 315 K   ;998.21;ST      ;1;0
MT W 400 C      ;HYDRO MOTOR;;;HYDRO MO;F31     ;;910.09;ST      ;1;1
MT W 400 K      ;HYDRO MOTOR;;;HYDRO MO;F31     ;;933.29;ST      ;1;0
MT W 500 C      ;HYDRO MOTOR;;;HYDRO MO;F31     ;;967.21;ST      ;1;0
MT W 500 K      ;HYDRO MOTOR;;;HYDRO MO;F31     ;;990.42;ST      ;1;0
MT/BX 315       ;HYDRO MOTOR EPMT/MT;MET REMTROMMEL;;HYDRO MO;F1001007;;1887.57;ST      ;1;0
MTB 400 C       ;HYDRO MOTOR EPMT/MT;;;HYDRO MO;F1001007;;1534.66;ST      ;1;1
MTDA08-006R     ;REGELVENTIEL MTDA08-006R;FLOW DIVIDER -3/8" 2.8-5.8 LTR;210 BAR;VENTIEL ;F1102008;;406.47;ST      ;1;0
MTDA08-008M     ;REGELVENTIEL MTDA08-008M;GELIJKLOOP VENTIEL;;VENTIEL ;F94     ;;408.3;ST      ;1;4
MTDA08-012M     ;REGELVENTIEL MTDA08-012M;GELIJKLOOP VENTIEL 6-12LTR;;VENTIEL ;F94     ;;408.3;ST      ;1;0
MTDA08-025M     ;REGELVENTIEL MTDA08-025M;GELIJKLOOP VENTIEL 12-25 LTR;;VENTIEL ;F94     ;;408.3;ST      ;1;-1
MTDA08-050M     ;REGELVENTIEL MTDA08-050M;;;VENTIEL ;F94     ;;408.3;ST      ;1;1
MTS 200         ;HYDRO MOTOR;;;HYDRO MO;F1001008;;684.33;ST      ;1;0
MTS 315         ;HYDRO MOTOR;;;HYDRO MO;F1001008;;734.22;ST      ;1;9
MTS 400         ;HYDRO MOTOR;;;HYDRO MO;F1001009;;753.33;ST      ;1;0
MTS315LBS314130C;HYDRO MOTOR MET REM;;;HYDRO MO;F1099998;;0;ST      ;1;0
MTTN            ;POOKSCHAKELAAR 2-POLIG;2 STANDEN + CENTRALE NUL ELFIN;;MTTN    ;F1902000;;64.86;1       ;1;1
MTTTTN          ;POOKSCHAKELAAR 2-POLIG 30,5mm;4 STANDEN + CENTRALE NUL ELFIN;;MTTN    ;F1902000;;64.86;1       ;1;2
MV 100+V        ;SNELKOPPELING;;;SNELKOPP;F0601001;;44.51;ST      ;1;0
MV 315 C        ;HYDRO MOTOR;;;EPMV    ;F1001010;MV 315 C     ;1204.46;ST      ;1;1
MV 400 C        ;HYDRO MOTOR;;;EPMV    ;F1001010;MV 400 C     ;1252.57;ST      ;1;0
MV 500 C        ;HYDRO MOTOR;;;EPMV    ;F1001010;MV 500 C     ;1336.79;ST      ;1;0
MV 630 C        ;HYDRO MOTOR;;;EPMV    ;F1001010;MV 630 C     ;1565.33;ST      ;1;2
MV 7G           ;STOFPLUG V.MALE VP;BLANK;;STOFPLUG;F0801908;815300001    ;23.09;ST      ;1;5
MV 800 C        ;HYDRO MOTOR;;;EPMV    ;F1001010;MV 800 C     ;1649.58;ST      ;1;0
MV 800 K        ;HYDRO MOTOR;;;EPMV    ;F1001010;MV 800 K     ;1683.29;ST      ;1;0
MV 9G           ;STOFPLUG V.MALE VP;BLANK;;STOFPLUG;F0801908;815300003    ;23.09;ST      ;1;5
MV AFD          ;AFDICHTSET MV;;;AFDICHT ;F1099999;;134.8;ST      ;1;2
MV W 315 C      ;HYDRO MOTOR;;;MV W 315;F1001010;;1312.83;ST      ;1;0
MV W 400 C      ;HYDRO MOTOR;;;MV W 400;F1001010;MV W 400 C   ;1360.99;ST      ;1;0
MV W 400 K      ;HYDRO MOTOR;;;MV W 315;F1001010;MV W 315 K   ;1394.71;ST      ;1;0
MV W 630 C      ;HYDRO MOTOR;;;MV W 630;F1001010;MV W 630 C   ;1673.75;ST      ;1;4
MV W 800 C      ;HYDRO MOTOR;;;MV W 800;F1001010;MV W 800 C   ;1757.98;ST      ;1;0
MV13G           ;STOFPLUG V.MALE VP;BLANK;;STOFPLUG;F0801908;815305055    ;34.49;ST      ;1;8
MV15G           ;STOFPLUG V.MALE VP;BLANK;;STOFPLUG;F0801908;815305057    ;44.73;ST      ;1;9
MV17G           ;STOFPLUG V.MALE VP;BLANK;;STOFPLUG;F0801908;815305059    ;55.10;ST      ;1;5
MV21G           ;STOFPLUG V.MALE VP;BLANK;;STOFPLUG;F0801908;815305061    ;65.34;ST      ;1;11
MV30G           ;STOFPLUG V.MALE VP;BLANK;;STOFPLUG;F0801908;815305063    ;75.76;ST      ;1;10
MVM 315 SH      ;M+S MVM SERIE;SPLINED AS 16 DP8/16 ANS B92.1;;EPMV    ;F1001013;;1529.14;ST      ;1;0
MVM 630 SH      ;M+S MVM SERIE;SPLINED AS 16 DP8/16 ANS B92.1;;MVM     ;F1001018;MVM 630 SH   ;0;ST      ;1;0
MVM 800 SH      ;M+S MVM SERIE;SPLINED AS 16 DP8/16 ANS B92.1;;EPMV    ;F1001018;MVM 800 SH   ;0;ST      ;1;0
MVM315SH2HDF/2  ;M+S MVM SERIE ALLU TYPE;SPLINED AS 16 DP8/16 ANS B92.1;;MVM     ;F1001018;;0;ST      ;1;0
MVM400SH2HD     ;M+S MVM SERIE;SPLINED AS 16 DP8/16 ANS B92.1;;EPMV    ;F1001013;MVM 400 SH   ;1654;ST      ;1;0
MVM400SH2HDF/2  ;M+S MVM SERIE ALLU TYPE;SPLINED AS 16 DP8/16 ANS B92.1;;MVM     ;F1001018;;0;ST      ;1;0
MVM500SH2HD     ;M+S MVM SERIE;SPLINED AS 16 DP8/16 ANS B92.1;;MVM     ;F1001018;MVM 630 SH   ;1742.32;ST      ;1;0
MVM500SH2HDF/2  ;M+S MVM SERIE ALLU TYPE;SPLINED AS 16 DP8/16 ANS B92.1;;MVM     ;F1001018;;0;ST      ;1;0
MVM630SH2HDF/2  ;M+S MVM SERIE ALLU TYPE;SPLINED AS 16 DP8/16 ANS B92.1;;MVM     ;F1001018;;0;ST      ;1;0
MVM800SH2HD     ;M+S MVM SERIE;SPLINED AS 16 DP8/16 ANS B92.1;;MVM     ;F1001018;;2070.34;ST      ;1;0
MVM800SH2HDF/2  ;M+S MVM SERIE ALLU TYPE;SPLINED AS 16 DP8/16 ANS B92.1;;EPMV    ;F1001018;;0;ST      ;1;0
MVS53CR         ;HAWE DRUK REDUCEER VENTIEL;;;MVS53CR ;F94     ;MVS53CR      ;0;ST      ;1;0
MXP025-092895   ;HYDRO LEDUC PLUNJERMOTOR; BENT AXIS, 158 L/MIN, MAX; 400 BAR;HYDRO MO;F1003001;;0;ST      ;1;6
MXP050-092910   ;HYDRO LEDUC PLUNJERMOTOR; BENT AXIS, 252 L/MIN, MAX; 400 BAR;HYDRO MO;F1003001;;0;ST      ;1;15
MXP063-092915   ;HYDRO LEDUC PLUNJERMOTOR; BENT AXIS, 202 L/MIN, MAX; 400 BAR;HYDRO MO;F1003001;;0;ST      ;1;18
MXP080-092925   ;HYDRO LEDUC PLUNJERMOTOR; BENT AXIS, 362 L/MIN, MAX; 400 BAR;HYDRO MO;F1003001;;0;ST      ;1;6
MXP108-092930   ;HYDRO LEDUC PLUNJERMOTOR; BENT AXIS, 435 L/MIN, MAX; 400 BAR;HYDRO MO;F1003001;;0;ST      ;1;5
MXP126-092970   ;HYDRO LEDUC PLUNJERMOTOR; BENT AXIS;;HYDRO MO;F1003001;;0;ST      ;1;5
MXPAFD-0518795  ;HYDRO LEDUC AFDICHTSET XP-XPI; 12 TOT 63;;HYDRO MO;F1003001;;0;ST      ;1;2
MXPAFD-0518796  ;HYDRO LEDUC AFDICHTSET XP-XPI;80 TOT 130;;HYDRO MO;F1003001;;0;ST      ;1;1
NBR-1           ;ASSORT.DOOS O-RINGEN NR.1;;;NBR-1   ;F1701020;;0;ST      ;1;4
NBR-2           ;ASSORT.DOOS O-RINGEN NR.2;;;NBR-2   ;F1701020;;70.15;ST      ;1;2
NBR-3           ;ASSORT.DOOS O-RINGEN NR.3;;;NBR-3   ;F1701020;;43.88;ST      ;1;4
NBR-4           ;ASSORT.DOOS O-RINGEN NR.4;;;NBR-4   ;F1701020;;70.15;ST      ;1;1
ND.61           ;KOPPELING 28/2-65, ND.61;;;POMPEN  ;F1601008;;25.60;ST      ;1;0
ND65B475248FG   ;KOPPELING HELFT ND65B; 47.5-24-8 FG;;RUBBER  ;F1601008;;0;ST      ;1;53
ND65C-48-19-6   ;KOP.HELFT SG;;;KOP.HELF;F1601008;;26.11;ST      ;1;1
NHV06X1.5       ;HD-BUIS, ST.37.4  6X1.5 MM;VERZINKT, WD 565 BAR;;HOGEDRUK;F0301001;;5.16;CM      ;100;3000
NHV08X1,5       ;HD-BUIS, ST.37.4  8X1.5 MM;VERZINKT, WD 424 BAR;;HOGEDRUK;F0301001;;6.18;CM      ;100;6500
NHV08X2         ;HD-BUIS, ST.355  8X2 MM;ZWART, WD 530 BAR;;HOGEDRUK;F99     ;;0;CM      ;100;1200
NHV10X1,5       ;HD-BUIS, ST.37.4  10X1.5 MM;VERZINKT, WD 359 BAR;;HOGEDRUK;F0301001;;7.01;CM      ;100;8880
NHV10X1.5HSE    ;LEIDING 10X1.5 VERZINKT  90 CM;VOLGENS MODEL;;NHV10   ;F35     ;;0;ST      ;1;0
NHV12X1,5       ;HD-BUIS, ST.37.4  12X1.5 MM;VERZINKT, WD 299 BAR;;HOGEDRUK;F0301001;;7.48;CM      ;100;32281.8
NHV12X2         ;HD-BUIS, ST.37.4  12X2 MM;VERZINKT, WD 399 BAR;;HOGEDRUK;F0301001;;8.50;CM      ;100;0
NHV14X1.5       ;HD-BUIS, ST.37.4  14X1.5 MM;VERZINKT, WD 256 BAR;;HOGEDRUK;F0301001;;8.22;CM      ;100;0
NHV14X2         ;HD-BUIS, ST.37.4  14X2 MM;VERZINKT, WD 342 BAR;;HOGEDRUK;F0301001;;10.72;CM      ;100;1200
NHV15X1         ;HD-BUIS, ST.37.4  15X1 MM;VERZINKT;;HOGEDRUK;F0301001;;0;CM      ;100;0
NHV15X1,5       ;HD-BUIS, ST.37.4  15X1.5 MM;VERZINKT, WD 239 BAR;;HOGEDRUK;F0301001;;8.71;CM      ;100;12000
NHV15X2         ;HD-BUIS, ST.37.4  15X2 MM;VERZINKT, WD 319 BAR;;HOGEDRUK;F0301001;;11.71;CM      ;100;0
NHV16X2         ;HD-BUIS, ST.37.4  16X2 MM;VERZINKT, WD 299 BAR;;HOGEDRUK;F0301001;;11.43;CM      ;100;6000
NHV18X1.5       ;HD-BUIS, ST.37.4  18X1.5 MM;VERZINKT.;;HOGEDRUK;F0301001;;0;CM      ;100;0
NHV18X2         ;HD-BUIS, ST.37.4  18X2 MM;VERZINKT, WD 266 BAR;;HOGEDRUK;F0301001;;12.11;CM      ;100;9000
NHV20X2         ;HD-BUIS, ST.37.4  20X2 MM;VERZINKT, WD 239 BAR;;HOGEDRUK;F0301001;;10.44;CM      ;100;60000
NHV20X2 ST52    ;HD-BUIS, ST.52  20X2 MM;VERZINKT, WD 320 BAR;;HOGEDRUK;F0301001;;0;CM      ;100;0
NHV20X2,5       ;HD-BUIS, ST.37.4  20X2.5 MM;VERZINKT, WD 299 BAR;;HOGEDRUK;F0301001;;15.14;CM      ;100;3500
NHV20X3         ;HD-BUIS, ST.37.4  20X3 MM;VERZINKT, WD 299 BAR;;HOGEDRUK;F0301001;;0;CM      ;100;0
NHV22X2         ;HD-BUIS, ST.37.4  22X2 MM;VERZINKT, WD 217 BAR;;HOGEDRUK;F0301001;;13.97;CM      ;100;7200
NHV25X2         ;HD-BUIS, ST.37.4  25X2 MM;VERZINKT, WD 191 BAR;;HOGEDRUK;F0301001;;13.11;CM      ;100;0
NHV25X3         ;HD-BUIS, ST.37.4  25X3 MM;VERZINKT, WD 287 BAR;;HOGEDRUK;F0301001;;21.20;CM      ;100;4800
NHV25X4         ;HD-BUIS, ST.37.4  25X4 MM;VERZINKT;;HOGEDRUK;F0301001;;0;CM      ;100;0
NHV28X2         ;HD-BUIS, ST.37.4  28X2 MM;VERZINKT, WD 171 BAR;;HOGEDRUK;F0301001;;18.69;CM      ;100;0
NHV28X2.5ZW     ;HD-BUIS, ST.35-BK  28X2.5 MM;ZWART;;HOGEDRUK;F0301001;;0;CM      ;100;0
NHV28X3         ;HD-BUIS, ST.37.4  28X3 MM;VERZINKT, WD 256 BAR;;HOGEDRUK;F0301001;;28.09;CM      ;100;1200
NHV30X3         ;HD-BUIS, ST.37.4  30X3 MM;VERZINKT, WD 239 BAR;;HOGEDRUK;F0301001;;25.77;CM      ;100;0
NHV35X3         ;HD-BUIS, ST.37.4  35X3 MM;VERZINKT, WD 214 BAR;;HOGEDRUK;F0301001;;35.29;CM      ;100;0
NHV38X4         ;HD-BUIS, ST.37.4  38X4 MM;VERZINKT;;NHV38X7 ;F0301001;;0;CM      ;100;0
NHV38X7         ;HD-BUIS, ST.37.4  38X7 MM;VERZINKT, WD 460 BAR;;NHV38X7 ;F0301001;;0;CM      ;100;0
NHV42X3         ;HD-BUIS, ST.37.4  42X3 MM;VERZINKT, WD 178 BAR;;NHV42X3 ;F0301001;;39.55;CM      ;100;0
NHV483X63ZW     ;HD-BUIS, ST.35-BK  48.3X6.3 MM;ZWART;;HOGEDRUK;F0301001;;0;CM      ;100;0
NHV65X5ZW       ;HD-BUIS, ST.35-BK  65X5 MM;ZWART;;HOGEDRUK;F0301001;;0;CM      ;100;0
NO.630315       ;KOPPELING HELFT NO630315;GR3-65;;RUBBER  ;F1601008;;0;ST      ;1;50
NTMAR63-250AA   ;MANOMETER 63 MM 0-250; AISI 304 MET FLENS;;MANOMETE;F1402002;;0;ST      ;1;644
NTMAR63-400AA   ;MANOMETER 63 MM 0-400; AISI 304 MET FLENS;;MANOMETE;F1402002;;0;ST      ;1;155
NV1GASF         ;BSP KLEP SNELKOPP.FEMALE BI.;;;NV1GASF ;F20     ;;56.14;ST      ;1;0
NV1GASM         ;BSP KLEP SNELKOPP.MALE BI.;;;NV1GASM ;F20     ;;35.99;ST      ;1;0
O'RING AMSO12   ;O'RING AMSO12;;;O'RINGAM;F04     ;;.24;ST      ;1;1
O-12            ;70Sh.NBR O-RING TBV SAE FLENS;;;O-12    ;F1701020;;.03;ST      ;1;237
O-16            ;70Sh.NBR O-RING TBV SAE FLENS;;;O-16    ;F1701020;;.07;ST      ;1;229
O-20            ;70Sh.NBR O-RING TBV SAE FLENS;;;O-20    ;F1701020;;.15;ST      ;1;622
O-24            ;70Sh.NBR O-RING TBV SAE FLENS;;;O-24    ;F1701020;;.15;ST      ;1;169
O-32            ;70Sh.NBR O-RING TBV SAE FLENS;;;O-32    ;F1701020;;.18;ST      ;1;20
O-RING 20,22 X 3;O-RING 20,22 X 3;;;O-RING20;F1701020;;.49;ST      ;1;0
OB-KVM-6-VV20-KV;VENTIEL 1/2;;;VENTIEL ;F1299999;OB-KVM-6-VV20;0;ST      ;1;0
OD010101000000  ;STEKKERKAP;;;OD010101;F36     ;;0;ST      ;1;0
OD02170130OB00  ;S8-H-12VDC-20W-KLASSE H;;;OD021701;F36     ;;0;ST      ;1;2
OD02170130OC00  ;S8-H-24VDC-20W-KLASSE H;;;OD021701;F36     ;;0;ST      ;1;5
OF.10370        ;PEILGL/NIVOS LV2S  (WISS-CONT);(MAX. SPANNING 24 VOLT);;POMPEN  ;F1601008;;94.47;ST      ;1;0
OF.10500        ;VULDOP TR-2;;;POMPEN  ;F1601008;;25.06;ST      ;1;2
OF.30900        ;ZUIG FILTER OMTI-06-BNAC;;;FILTER  ;F1501003;;97.58;ST      ;1;3
OF.50300        ;RETOUR FILTER OMTF-150-BNF;;;POMPEN  ;F33     ;;97.36;ST      ;1;0
OM.10470        ;KOPPELING 24/3-65. SPEC.;;;FLENS   ;F1601008;;49.05;ST      ;1;40
